Designator,Mid X,Mid Y,Layer,Rotation
J1,123.000000,-109.200000,Bottom,180.000000
D1,110.000000,-103.000000,Top,0.000000
D2,120.000000,-103.000000,Top,0.000000
D3,130.000000,-103.000000,Top,0.000000
